 # T      Dist(r)   f(r)           err_f (Solo para N=128)
  2.30    30       0.123954       0.000672
  2.30    31       0.120512       0.000682
  2.30    32       0.117295       0.000693
  2.30    33       0.114291       0.000703
  2.30    34       0.111425       0.000713
  2.30    35       0.108715       0.000722
  2.30    36       0.106107       0.000732
  2.30    37       0.103647       0.000741
  2.30    38       0.101343       0.000750
  2.30    39       0.099197       0.000759
  2.30    40       0.097078       0.000768
  2.30    41       0.095112       0.000777
  2.30    42       0.093267       0.000786
  2.30    43       0.091541       0.000795
  2.30    44       0.089939       0.000804
  2.30    45       0.088403       0.000812
  2.30    46       0.086960       0.000821
  2.30    47       0.085603       0.000829
  2.30    48       0.084384       0.000837
  2.30    49       0.083204       0.000845
  2.30    50       0.082083       0.000853
  2.30    51       0.081040       0.000861
  2.30    52       0.080128       0.000869
  2.30    53       0.079198       0.000877
  2.30    54       0.078382       0.000884
  2.30    55       0.077674       0.000891
  2.30    56       0.077079       0.000898
  2.30    57       0.076527       0.000904
  2.30    58       0.076077       0.000910
  2.30    59       0.075629       0.000915
  2.30    60       0.075285       0.000920
  2.30    61       0.075036       0.000924
  2.30    62       0.074861       0.000928
  2.30    63       0.074744       0.000930
  2.30    64       0.074711       0.000931
 
  2.32     1       0.654958       0.000085
  2.32     2       0.510938       0.000136
  2.32     3       0.429918       0.000174
  2.32     4       0.375093       0.000205
  2.32     5       0.333952       0.000231
  2.32     6       0.301132       0.000254
  2.32     7       0.273983       0.000274
  2.32     8       0.250962       0.000292
  2.32     9       0.231035       0.000309
  2.32    10       0.213610       0.000323
  2.32    11       0.198204       0.000337
  2.32    12       0.184467       0.000349
  2.32    13       0.172129       0.000361
  2.32    14       0.160897       0.000372
  2.32    15       0.150716       0.000381
  2.32    16       0.141361       0.000390
  2.32    17       0.132826       0.000399
  2.32    18       0.124977       0.000407
  2.32    19       0.117740       0.000414
  2.32    20       0.110998       0.000421
  2.32    21       0.104773       0.000429
  2.32    22       0.099040       0.000435
  2.32    23       0.093727       0.000442
  2.32    24       0.088783       0.000449
  2.32    25       0.084160       0.000454
  2.32    26       0.079804       0.000460
  2.32    27       0.075784       0.000466
  2.32    28       0.072057       0.000471
  2.32    29       0.068540       0.000476
  2.32    30       0.065207       0.000482
  2.32    31       0.062115       0.000487
  2.32    32       0.059189       0.000493
  2.32    33       0.056448       0.000498
  2.32    34       0.053909       0.000503
  2.32    35       0.051534       0.000508
  2.32    36       0.049274       0.000514
  2.32    37       0.047157       0.000520
  2.32    38       0.045147       0.000525
  2.32    39       0.043214       0.000530
  2.32    40       0.041460       0.000536
  2.32    41       0.039734       0.000541
  2.32    42       0.038178       0.000547
  2.32    43       0.036734       0.000553
  2.32    44       0.035438       0.000559
  2.32    45       0.034171       0.000565
  2.32    46       0.033016       0.000571
  2.32    47       0.031916       0.000577
  2.32    48       0.030835       0.000583
  2.32    49       0.029856       0.000589
  2.32    50       0.028909       0.000595
  2.32    51       0.028003       0.000601
  2.32    52       0.027216       0.000607
  2.32    53       0.026492       0.000614
  2.32    54       0.025867       0.000620
  2.32    55       0.025299       0.000627
  2.32    56       0.024796       0.000633
  2.32    57       0.024355       0.000640
  2.32    58       0.023949       0.000646
  2.32    59       0.023581       0.000652
  2.32    60       0.023280       0.000658
  2.32    61       0.022999       0.000663
  2.32    62       0.022798       0.000668
  2.32    63       0.022713       0.000671
  2.32    64       0.022629       0.000673
 
  2.35     1       0.632817       0.000079
  2.35     2       0.477172       0.000125
  2.35     3       0.389150       0.000157
  2.35     4       0.329748       0.000181
  2.35     5       0.285465       0.000202
  2.35     6       0.250577       0.000219
  2.35     7       0.222112       0.000233
  2.35     8       0.198263       0.000246
  2.35     9       0.177934       0.000257
  2.35    10       0.160374       0.000266
  2.35    11       0.145104       0.000273
  2.35    12       0.131759       0.000280
  2.35    13       0.119957       0.000287
  2.35    14       0.109478       0.000294
  2.35    15       0.100086       0.000299
  2.35    16       0.091675       0.000304
  2.35    17       0.084104       0.000308
  2.35    18       0.077282       0.000312
  2.35    19       0.071159       0.000316
  2.35    20       0.065565       0.000319
  2.35    21       0.060422       0.000322
  2.35    22       0.055790       0.000325
  2.35    23       0.051563       0.000328
  2.35    24       0.047689       0.000330
  2.35    25       0.044229       0.000332
  2.35    26       0.040957       0.000334
  2.35    27       0.037927       0.000335
  2.35    28       0.035114       0.000337
  2.35    29       0.032537       0.000338
  2.35    30       0.030173       0.000340
  2.35    31       0.027959       0.000342
  2.35    32       0.025921       0.000343
  2.35    33       0.024098       0.000345
  2.35    34       0.022413       0.000347
  2.35    35       0.020834       0.000348
  2.35    36       0.019377       0.000350
  2.35    37       0.018078       0.000351
  2.35    38       0.016887       0.000353
  2.35    39       0.015835       0.000355
  2.35    40       0.014826       0.000357
  2.35    41       0.013921       0.000360
  2.35    42       0.013086       0.000362
  2.35    43       0.012290       0.000365
  2.35    44       0.011590       0.000368
  2.35    45       0.010965       0.000372
  2.35    46       0.010332       0.000375
  2.35    47       0.009692       0.000379
  2.35    48       0.009154       0.000384
  2.35    49       0.008635       0.000388
  2.35    50       0.008254       0.000393
  2.35    51       0.007826       0.000398
  2.35    52       0.007469       0.000404
  2.35    53       0.007175       0.000410
  2.35    54       0.006963       0.000416
  2.35    55       0.006683       0.000423
  2.35    56       0.006435       0.000429
  2.35    57       0.006266       0.000436
  2.35    58       0.006077       0.000444
  2.35    59       0.005908       0.000451
  2.35    60       0.005805       0.000459
  2.35    61       0.005738       0.000466
  2.35    62       0.005721       0.000472
  2.35    63       0.005664       0.000477
  2.35    64       0.005561       0.000479
 
  2.40     1       0.601868       0.000075
  2.40     2       0.431625       0.000115
  2.40     3       0.335999       0.000141
  2.40     4       0.272467       0.000161
  2.40     5       0.226188       0.000176
  2.40     6       0.190568       0.000188
  2.40     7       0.162178       0.000198
  2.40     8       0.139158       0.000206
  2.40     9       0.120121       0.000212
  2.40    10       0.104245       0.000217
  2.40    11       0.090793       0.000222
  2.40    12       0.079276       0.000226
  2.40    13       0.069446       0.000229
  2.40    14       0.061000       0.000232
  2.40    15       0.053656       0.000233
  2.40    16       0.047319       0.000235
  2.40    17       0.041835       0.000236
  2.40    18       0.037096       0.000236
  2.40    19       0.032908       0.000236
  2.40    20       0.029213       0.000238
  2.40    21       0.025961       0.000239
  2.40    22       0.023125       0.000240
  2.40    23       0.020599       0.000240
  2.40    24       0.018348       0.000240
  2.40    25       0.016438       0.000240
  2.40    26       0.014759       0.000241
  2.40    27       0.013254       0.000242
  2.40    28       0.011983       0.000242
  2.40    29       0.010743       0.000242
  2.40    30       0.009733       0.000243
  2.40    31       0.008803       0.000243
  2.40    32       0.007942       0.000243
  2.40    33       0.007159       0.000243
  2.40    34       0.006473       0.000244
  2.40    35       0.005891       0.000244
  2.40    36       0.005352       0.000244
  2.40    37       0.004865       0.000245
  2.40    38       0.004444       0.000246
  2.40    39       0.004102       0.000246
  2.40    40       0.003787       0.000247
  2.40    41       0.003482       0.000248
  2.40    42       0.003250       0.000248
  2.40    43       0.003053       0.000249
  2.40    44       0.002856       0.000251
  2.40    45       0.002706       0.000252
  2.40    46       0.002569       0.000253
  2.40    47       0.002477       0.000255
  2.40    48       0.002343       0.000257
  2.40    49       0.002216       0.000260
  2.40    50       0.002093       0.000262
  2.40    51       0.001988       0.000265
  2.40    52       0.001913       0.000268
  2.40    53       0.001854       0.000272
  2.40    54       0.001713       0.000277
  2.40    55       0.001662       0.000282
  2.40    56       0.001593       0.000287
  2.40    57       0.001533       0.000293
  2.40    58       0.001519       0.000300
  2.40    59       0.001438       0.000307
  2.40    60       0.001390       0.000315
  2.40    61       0.001326       0.000324
  2.40    62       0.001258       0.000332
  2.40    63       0.001254       0.000339
  2.40    64       0.001235       0.000344
 
  2.45     1       0.575919       0.000072
  2.45     2       0.394845       0.000106
  2.45     3       0.294581       0.000128
  2.45     4       0.229445       0.000144
  2.45     5       0.183157       0.000155
  2.45     6       0.148438       0.000164
  2.45     7       0.121703       0.000170
  2.45     8       0.100626       0.000175
  2.45     9       0.083689       0.000179
  2.45    10       0.070050       0.000183
  2.45    11       0.058867       0.000186
  2.45    12       0.049606       0.000188
  2.45    13       0.041949       0.000190
  2.45    14       0.035570       0.000191
  2.45    15       0.030256       0.000192
  2.45    16       0.025716       0.000193
  2.45    17       0.021853       0.000193
  2.45    18       0.018584       0.000193
  2.45    19       0.015894       0.000194
  2.45    20       0.013637       0.000194
  2.45    21       0.011744       0.000195
  2.45    22       0.010142       0.000195
  2.45    23       0.008781       0.000195
  2.45    24       0.007597       0.000195
  2.45    25       0.006602       0.000196
  2.45    26       0.005714       0.000196
  2.45    27       0.004928       0.000196
  2.45    28       0.004243       0.000196
  2.45    29       0.003705       0.000195
  2.45    30       0.003232       0.000195
  2.45    31       0.002829       0.000195
  2.45    32       0.002441       0.000195
  2.45    33       0.002032       0.000194
  2.45    34       0.001680       0.000195
  2.45    35       0.001507       0.000195
  2.45    36       0.001293       0.000195
  2.45    37       0.001129       0.000195
  2.45    38       0.000930       0.000195
  2.45    39       0.000810       0.000195
  2.45    40       0.000734       0.000195
  2.45    41       0.000655       0.000195
  2.45    42       0.000581       0.000195
  2.45    43       0.000561       0.000195
  2.45    44       0.000532       0.000195
  2.45    45       0.000476       0.000195
  2.45    46       0.000415       0.000195
  2.45    47       0.000287       0.000196
  2.45    48       0.000262       0.000197
  2.45    49       0.000139       0.000198
  2.45    50       0.000057       0.000199
  2.45    51       0.000074       0.000201
  2.45    52       0.000096       0.000203
  2.45    53       0.000138       0.000206
  2.45    54       0.000173       0.000209
  2.45    55       0.000208       0.000213
  2.45    56       0.000224       0.000217
  2.45    57       0.000319       0.000222
  2.45    58       0.000434       0.000228
  2.45    59       0.000415       0.000235
  2.45    60       0.000422       0.000243
  2.45    61       0.000439       0.000252
  2.45    62       0.000427       0.000261
  2.45    63       0.000406       0.000270
  2.45    64       0.000440       0.000275
 
  2.50     1       0.553100       0.000070
  2.50     2       0.363712       0.000102
  2.50     3       0.260714       0.000122
  2.50     4       0.195309       0.000135
  2.50     5       0.150180       0.000143
  2.50     6       0.117503       0.000149
  2.50     7       0.092982       0.000154
  2.50     8       0.074145       0.000157
  2.50     9       0.059458       0.000159
  2.50    10       0.047971       0.000161
  2.50    11       0.038858       0.000163
  2.50    12       0.031543       0.000164
  2.50    13       0.025708       0.000164
  2.50    14       0.021104       0.000164
  2.50    15       0.017301       0.000165
  2.50    16       0.014157       0.000166
  2.50    17       0.011640       0.000166
  2.50    18       0.009604       0.000166
  2.50    19       0.007900       0.000167
  2.50    20       0.006537       0.000167
  2.50    21       0.005306       0.000167
  2.50    22       0.004387       0.000166
  2.50    23       0.003594       0.000166
  2.50    24       0.002950       0.000166
  2.50    25       0.002423       0.000167
  2.50    26       0.001994       0.000167
  2.50    27       0.001700       0.000167
  2.50    28       0.001489       0.000167
  2.50    29       0.001293       0.000167
  2.50    30       0.001152       0.000166
  2.50    31       0.001028       0.000166
  2.50    32       0.000931       0.000166
  2.50    33       0.000894       0.000166
  2.50    34       0.000812       0.000165
  2.50    35       0.000722       0.000165
  2.50    36       0.000632       0.000165
  2.50    37       0.000611       0.000165
  2.50    38       0.000576       0.000165
  2.50    39       0.000461       0.000164
  2.50    40       0.000361       0.000164
  2.50    41       0.000331       0.000165
  2.50    42       0.000304       0.000165
  2.50    43       0.000295       0.000165
  2.50    44       0.000273       0.000165
  2.50    45       0.000176       0.000166
  2.50    46       0.000169       0.000166
  2.50    47       0.000194       0.000167
  2.50    48       0.000131       0.000167
  2.50    49       0.000053       0.000168
  2.50    50       0.000015       0.000170
  2.50    51       0.000085       0.000170
  2.50    52       0.000155       0.000171
  2.50    53       0.000100       0.000172
  2.50    54       0.000077       0.000174
  2.50    55       0.000091       0.000176
  2.50    56       0.000048       0.000179
  2.50    57       0.000003       0.000183
  2.50    58       0.000010       0.000188
  2.50    59       0.000036       0.000194
  2.50    60       0.000038       0.000201
  2.50    61       0.000072       0.000210
  2.50    62       0.000041       0.000219
  2.50    63       0.000068       0.000228
  2.50    64       0.000148       0.000234
 
  2.60     1       0.514128       0.000066
  2.60     2       0.313043       0.000093
  2.60     3       0.208345       0.000108
  2.60     4       0.145296       0.000117
  2.60     5       0.104093       0.000123
  2.60     6       0.075902       0.000126
  2.60     7       0.056128       0.000128
  2.60     8       0.041842       0.000129
  2.60     9       0.031421       0.000130
  2.60    10       0.023676       0.000131
  2.60    11       0.017959       0.000131
  2.60    12       0.013590       0.000132
  2.60    13       0.010315       0.000132
  2.60    14       0.007847       0.000132
  2.60    15       0.006034       0.000132
  2.60    16       0.004646       0.000133
  2.60    17       0.003548       0.000133
  2.60    18       0.002763       0.000133
  2.60    19       0.002134       0.000133
  2.60    20       0.001618       0.000133
  2.60    21       0.001276       0.000133
  2.60    22       0.000976       0.000133
  2.60    23       0.000790       0.000133
  2.60    24       0.000646       0.000133
  2.60    25       0.000474       0.000133
  2.60    26       0.000372       0.000133
  2.60    27       0.000277       0.000132
  2.60    28       0.000189       0.000132
  2.60    29       0.000118       0.000133
  2.60    30       0.000130       0.000133
  2.60    31       0.000160       0.000133
  2.60    32       0.000242       0.000133
  2.60    33       0.000261       0.000132
  2.60    34       0.000256       0.000133
  2.60    35       0.000264       0.000133
  2.60    36       0.000239       0.000133
  2.60    37       0.000112       0.000133
  2.60    38       0.000110       0.000133
  2.60    39       0.000138       0.000133
  2.60    40       0.000216       0.000133
  2.60    41       0.000282       0.000133
  2.60    42       0.000250       0.000133
  2.60    43       0.000228       0.000133
  2.60    44       0.000199       0.000133
  2.60    45       0.000243       0.000133
  2.60    46       0.000267       0.000133
  2.60    47       0.000122       0.000133
  2.60    48       0.000053       0.000133
  2.60    49       0.000022       0.000133
  2.60    50      -0.000002       0.000133
  2.60    51       0.000056       0.000134
  2.60    52       0.000077       0.000134
  2.60    53       0.000049       0.000135
  2.60    54       0.000039       0.000136
  2.60    55      -0.000008       0.000137
  2.60    56      -0.000106       0.000137
  2.60    57      -0.000176       0.000139
  2.60    58      -0.000182       0.000141
  2.60    59      -0.000153       0.000146
  2.60    60      -0.000140       0.000151
  2.60    61      -0.000091       0.000159
  2.60    62      -0.000046       0.000169
  2.60    63      -0.000003       0.000180
  2.60    64      -0.000076       0.000188
 
  2.80     1       0.454116       0.000064
  2.80     2       0.241898       0.000085
  2.80     3       0.141065       0.000094
  2.80     4       0.086445       0.000099
  2.80     5       0.054525       0.000101
  2.80     6       0.035027       0.000102
  2.80     7       0.022849       0.000102
  2.80     8       0.015043       0.000103
  2.80     9       0.009914       0.000103
  2.80    10       0.006656       0.000103
  2.80    11       0.004480       0.000103
  2.80    12       0.002999       0.000103
  2.80    13       0.001972       0.000103
  2.80    14       0.001283       0.000103
  2.80    15       0.000805       0.000103
  2.80    16       0.000423       0.000103
  2.80    17       0.000351       0.000103
  2.80    18       0.000254       0.000103
  2.80    19       0.000223       0.000103
  2.80    20       0.000151       0.000103
  2.80    21       0.000050       0.000103
  2.80    22       0.000054       0.000103
  2.80    23       0.000094       0.000103
  2.80    24       0.000083       0.000103
  2.80    25       0.000019       0.000103
  2.80    26      -0.000037       0.000103
  2.80    27      -0.000013       0.000103
  2.80    28      -0.000036       0.000103
  2.80    29      -0.000107       0.000102
  2.80    30      -0.000118       0.000103
  2.80    31      -0.000130       0.000103
  2.80    32      -0.000130       0.000102
  2.80    33      -0.000044       0.000102
  2.80    34      -0.000035       0.000103
  2.80    35       0.000010       0.000102
  2.80    36       0.000091       0.000102
  2.80    37       0.000174       0.000102
  2.80    38       0.000021       0.000103
  2.80    39      -0.000000       0.000103
  2.80    40      -0.000051       0.000103
  2.80    41      -0.000056       0.000103
  2.80    42       0.000014       0.000103
  2.80    43       0.000115       0.000103
  2.80    44       0.000099       0.000103
  2.80    45       0.000047       0.000103
  2.80    46       0.000011       0.000103
  2.80    47       0.000049       0.000102
  2.80    48       0.000050       0.000102
  2.80    49       0.000064       0.000102
  2.80    50       0.000089       0.000102
  2.80    51       0.000086       0.000102
  2.80    52       0.000091       0.000102
  2.80    53       0.000121       0.000103
  2.80    54       0.000190       0.000103
  2.80    55       0.000191       0.000103
  2.80    56       0.000187       0.000103
  2.80    57       0.000149       0.000104
  2.80    58       0.000070       0.000105
  2.80    59       0.000055       0.000106
  2.80    60       0.000060       0.000109
  2.80    61      -0.000051       0.000115
  2.80    62      -0.000114       0.000122
  2.80    63      -0.000167       0.000134
  2.80    64      -0.000158       0.000145
 
  3.00     1       0.408670       0.000061
  3.00     2       0.193720       0.000078
  3.00     3       0.100424       0.000085
  3.00     4       0.054913       0.000087
  3.00     5       0.030910       0.000088
  3.00     6       0.017761       0.000089
  3.00     7       0.010321       0.000089
  3.00     8       0.006137       0.000088
  3.00     9       0.003695       0.000089
  3.00    10       0.002187       0.000089
  3.00    11       0.001368       0.000089
  3.00    12       0.000813       0.000089
  3.00    13       0.000547       0.000088
  3.00    14       0.000439       0.000089
  3.00    15       0.000336       0.000089
  3.00    16       0.000227       0.000089
  3.00    17       0.000044       0.000089
  3.00    18       0.000080       0.000088
  3.00    19       0.000073       0.000088
  3.00    20       0.000079       0.000089
  3.00    21       0.000056       0.000088
  3.00    22       0.000017       0.000089
  3.00    23       0.000021       0.000089
  3.00    24       0.000045       0.000089
  3.00    25      -0.000003       0.000088
  3.00    26       0.000023       0.000089
  3.00    27       0.000022       0.000089
  3.00    28       0.000088       0.000089
  3.00    29       0.000102       0.000089
  3.00    30       0.000064       0.000089
  3.00    31      -0.000018       0.000089
  3.00    32      -0.000040       0.000089
  3.00    33      -0.000035       0.000088
  3.00    34       0.000012       0.000088
  3.00    35       0.000115       0.000088
  3.00    36       0.000097       0.000088
  3.00    37       0.000071       0.000088
  3.00    38       0.000010       0.000088
  3.00    39      -0.000043       0.000089
  3.00    40      -0.000091       0.000088
  3.00    41      -0.000086       0.000088
  3.00    42      -0.000069       0.000089
  3.00    43      -0.000019       0.000088
  3.00    44      -0.000092       0.000089
  3.00    45      -0.000099       0.000089
  3.00    46      -0.000114       0.000089
  3.00    47      -0.000119       0.000089
  3.00    48      -0.000198       0.000089
  3.00    49      -0.000304       0.000089
  3.00    50      -0.000201       0.000089
  3.00    51      -0.000151       0.000089
  3.00    52      -0.000119       0.000089
  3.00    53      -0.000128       0.000089
  3.00    54      -0.000104       0.000089
  3.00    55      -0.000122       0.000089
  3.00    56      -0.000105       0.000089
  3.00    57      -0.000098       0.000089
  3.00    58      -0.000018       0.000089
  3.00    59       0.000017       0.000089
  3.00    60       0.000115       0.000091
  3.00    61       0.000090       0.000094
  3.00    62       0.000082       0.000100
  3.00    63       0.000182       0.000110
  3.00    64       0.000254       0.000125
 
  3.20     1       0.372572       0.000060
  3.20     2       0.159220       0.000074
  3.20     3       0.074140       0.000078
  3.20     4       0.036370       0.000080
  3.20     5       0.018512       0.000080
  3.20     6       0.009556       0.000080
  3.20     7       0.004983       0.000080
  3.20     8       0.002616       0.000081
  3.20     9       0.001397       0.000080
  3.20    10       0.000650       0.000080
  3.20    11       0.000334       0.000080
  3.20    12       0.000182       0.000080
  3.20    13       0.000046       0.000080
  3.20    14       0.000037       0.000080
  3.20    15       0.000037       0.000080
  3.20    16       0.000040       0.000080
  3.20    17       0.000043       0.000081
  3.20    18      -0.000097       0.000080
  3.20    19      -0.000002       0.000080
  3.20    20       0.000091       0.000080
  3.20    21       0.000196       0.000080
  3.20    22       0.000220       0.000080
  3.20    23       0.000138       0.000080
  3.20    24       0.000124       0.000081
  3.20    25       0.000088       0.000080
  3.20    26       0.000064       0.000081
  3.20    27       0.000130       0.000081
  3.20    28       0.000091       0.000081
  3.20    29      -0.000008       0.000080
  3.20    30       0.000047       0.000080
  3.20    31      -0.000034       0.000080
  3.20    32      -0.000058       0.000080
  3.20    33      -0.000040       0.000080
  3.20    34      -0.000048       0.000080
  3.20    35      -0.000142       0.000080
  3.20    36      -0.000040       0.000080
  3.20    37       0.000041       0.000080
  3.20    38       0.000006       0.000080
  3.20    39      -0.000027       0.000080
  3.20    40      -0.000006       0.000080
  3.20    41      -0.000075       0.000080
  3.20    42       0.000022       0.000080
  3.20    43       0.000007       0.000081
  3.20    44       0.000003       0.000080
  3.20    45      -0.000024       0.000080
  3.20    46      -0.000065       0.000081
  3.20    47       0.000014       0.000080
  3.20    48       0.000034       0.000081
  3.20    49       0.000139       0.000080
  3.20    50       0.000079       0.000080
  3.20    51       0.000017       0.000080
  3.20    52       0.000011       0.000080
  3.20    53       0.000087       0.000080
  3.20    54       0.000178       0.000080
  3.20    55       0.000090       0.000080
  3.20    56       0.000003       0.000080
  3.20    57       0.000067       0.000080
  3.20    58       0.000083       0.000080
  3.20    59       0.000062       0.000081
  3.20    60       0.000052       0.000082
  3.20    61       0.000052       0.000083
  3.20    62      -0.000008       0.000088
  3.20    63      -0.000119       0.000098
  3.20    64      -0.000042       0.000113
 
  3.40     1       0.342969       0.000059
  3.40     2       0.133581       0.000071
  3.40     3       0.056478       0.000074
  3.40     4       0.025166       0.000075
  3.40     5       0.011549       0.000074
  3.40     6       0.005442       0.000075
  3.40     7       0.002604       0.000074
  3.40     8       0.001334       0.000075
  3.40     9       0.000727       0.000074
  3.40    10       0.000290       0.000075
  3.40    11       0.000102       0.000075
  3.40    12      -0.000043       0.000075
  3.40    13      -0.000069       0.000075
  3.40    14      -0.000011       0.000075
  3.40    15      -0.000089       0.000075
  3.40    16      -0.000142       0.000075
  3.40    17      -0.000078       0.000074
  3.40    18      -0.000136       0.000075
  3.40    19      -0.000058       0.000075
  3.40    20      -0.000051       0.000074
  3.40    21       0.000009       0.000075
  3.40    22      -0.000003       0.000075
  3.40    23       0.000051       0.000075
  3.40    24       0.000107       0.000075
  3.40    25       0.000102       0.000075
  3.40    26       0.000039       0.000075
  3.40    27       0.000044       0.000076
  3.40    28       0.000078       0.000075
  3.40    29       0.000032       0.000075
  3.40    30       0.000005       0.000074
  3.40    31      -0.000023       0.000074
  3.40    32       0.000014       0.000075
  3.40    33       0.000069       0.000075
  3.40    34       0.000062       0.000075
  3.40    35      -0.000021       0.000074
  3.40    36      -0.000094       0.000074
  3.40    37       0.000025       0.000075
  3.40    38       0.000081       0.000075
  3.40    39       0.000064       0.000075
  3.40    40       0.000058       0.000075
  3.40    41      -0.000003       0.000075
  3.40    42      -0.000017       0.000075
  3.40    43       0.000047       0.000074
  3.40    44      -0.000009       0.000075
  3.40    45       0.000025       0.000075
  3.40    46       0.000059       0.000075
  3.40    47       0.000029       0.000075
  3.40    48       0.000028       0.000075
  3.40    49      -0.000007       0.000075
  3.40    50       0.000016       0.000076
  3.40    51       0.000118       0.000076
  3.40    52       0.000059       0.000076
  3.40    53       0.000072       0.000075
  3.40    54       0.000037       0.000074
  3.40    55       0.000028       0.000075
  3.40    56       0.000044       0.000075
  3.40    57       0.000055       0.000075
  3.40    58      -0.000007       0.000074
  3.40    59       0.000112       0.000075
  3.40    60       0.000135       0.000075
  3.40    61       0.000203       0.000077
  3.40    62       0.000135       0.000080
  3.40    63       0.000085       0.000090
  3.40    64       0.000096       0.000106
 
  3.60     1       0.318159       0.000059
  3.60     2       0.113723       0.000068
  3.60     3       0.043975       0.000071
  3.60     4       0.017881       0.000071
  3.60     5       0.007454       0.000071
  3.60     6       0.003250       0.000071
  3.60     7       0.001343       0.000071
  3.60     8       0.000555       0.000071
  3.60     9       0.000183       0.000071
  3.60    10       0.000046       0.000071
  3.60    11       0.000096       0.000071
  3.60    12       0.000112       0.000071
  3.60    13       0.000011       0.000072
  3.60    14      -0.000005       0.000072
  3.60    15       0.000038       0.000071
  3.60    16      -0.000091       0.000071
  3.60    17      -0.000010       0.000072
  3.60    18      -0.000105       0.000071
  3.60    19      -0.000078       0.000071
  3.60    20      -0.000096       0.000071
  3.60    21      -0.000035       0.000071
  3.60    22      -0.000096       0.000071
  3.60    23       0.000033       0.000071
  3.60    24       0.000030       0.000071
  3.60    25      -0.000089       0.000071
  3.60    26      -0.000033       0.000072
  3.60    27       0.000044       0.000072
  3.60    28       0.000075       0.000071
  3.60    29       0.000077       0.000071
  3.60    30       0.000070       0.000072
  3.60    31       0.000153       0.000071
  3.60    32       0.000106       0.000071
  3.60    33       0.000104       0.000071
  3.60    34       0.000105       0.000071
  3.60    35       0.000084       0.000071
  3.60    36      -0.000020       0.000071
  3.60    37      -0.000031       0.000071
  3.60    38      -0.000065       0.000072
  3.60    39      -0.000025       0.000072
  3.60    40      -0.000103       0.000071
  3.60    41      -0.000031       0.000071
  3.60    42      -0.000045       0.000071
  3.60    43      -0.000097       0.000072
  3.60    44      -0.000042       0.000071
  3.60    45       0.000009       0.000072
  3.60    46       0.000011       0.000071
  3.60    47      -0.000005       0.000072
  3.60    48       0.000031       0.000071
  3.60    49       0.000058       0.000071
  3.60    50       0.000011       0.000071
  3.60    51      -0.000058       0.000071
  3.60    52       0.000007       0.000071
  3.60    53       0.000059       0.000072
  3.60    54      -0.000026       0.000072
  3.60    55      -0.000013       0.000071
  3.60    56       0.000040       0.000072
  3.60    57       0.000054       0.000072
  3.60    58      -0.000057       0.000071
  3.60    59      -0.000077       0.000071
  3.60    60       0.000022       0.000071
  3.60    61      -0.000019       0.000073
  3.60    62      -0.000084       0.000075
  3.60    63      -0.000225       0.000083
  3.60    64      -0.000294       0.000101
 
